naam;kvk;rechtsvorm;straat;huisnummer;huisnummertoevoeging;postcode;woonplaatsnaam;landnaam;zaanvadresinfo;locatienaam;lomschrijving;vestigingsnummer;lstraat;lhuisnummer;lhuisnummertoevoeging;lpostcode;lwoonplaatsnaam;llandnaam;laanvadresinfo;iswzdacco;iswvggzaco;iswzdamb;isawvggzmb;aantekeningingang;aantekeningeinde;isbopz;zvvochtvoedingmedicatie;zvbeperkenbewegingsvrijheid;zvinsluiten;zvtoezicht;zvonderzoekkledinglichaam;zvonderzoekwoonruimte;zvcontrolerenmiddelen;zvbeperkeneigenleven;zvbeperkenbezoek;zvtijdelijkverblijf
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;10;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;12;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;14;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;16;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;18;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;20;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;22;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;24;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;26;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;28;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;30;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;32;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;34;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;36;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;38;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;40;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;42;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;44;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;46;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;48;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;50;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Watermuntstraat;52;;1706 AR;Heerhugowaard;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Tulpenburgh;3;;1713 CC;Obdam;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Tulpenburgh;5;;1713 CC;Obdam;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Tulpenburgh;7;;1713 CC;Obdam;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Tulpenburgh;9;;1713 CC;Obdam;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Tulpenburgh;11;;1713 CC;Obdam;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Tulpenburgh;13;;1713 CC;Obdam;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Tulpenburgh;15;;1713 CC;Obdam;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Tulpenburgh;17;;1713 CC;Obdam;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Tulpenburgh;19;;1713 CC;Obdam;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Tulpenburgh;21;;1713 CC;Obdam;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Tulpenburgh;23;;1713 CC;Obdam;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Tulpenburgh;25;;1713 CC;Obdam;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal, woonlocatie Voorburggracht;;;Voorburggracht;77;;1722 GA;Zuid-Scharwoude;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal, woonlocatie;;;Annie Romein Verschoorlaan;42;b;1784 NZ;Den Helder;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Ferdinand Bolstraat;32;;1816 CV;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Ferdinand Bolstraat;34;;1816 CV;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Ferdinand Bolstraat;36;;1816 CV;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Ferdinand Bolstraat;38;;1816 CV;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Ferdinand Bolstraat;40;;1816 CV;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Ferdinand Bolstraat;42;;1816 CV;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Ferdinand Bolstraat;44;;1816 CV;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Ferdinand Bolstraat;46;;1816 CV;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Ferdinand Bolstraat;48;;1816 CV;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Ferdinand Bolstraat;50;-1;1816 CV;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Ferdinand Bolstraat;50;-2;1816 CV;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Ferdinand Bolstraat;50;;1816 CV;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Ferdinand Bolstraat;52;-1;1816 CV;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Ferdinand Bolstraat;52;-2;1816 CV;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Ferdinand Bolstraat;52;-3;1816 CV;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Ferdinand Bolstraat;58;;1816 CV;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;C. Pronklaan;277;;1816 NN;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Van der Veldelaan;36;;1816 PE;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Van der Veldelaan;38;;1816 PE;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Van der Veldelaan;64;;1816 PE;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Van der Veldelaan;86;;1816 PG;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Van der Veldelaan;88;;1816 PG;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Van der Veldelaan;90;;1816 PG;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Van der Veldelaan;234;;1816 PK;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Van der Veldelaan;246;;1816 PK;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Van der Veldelaan;254;;1816 PK;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Leopoldstraat;83;;1822 KB;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Annie M.G. Schmidtstraat;76;;1822 MC;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Annie M.G. Schmidtstraat;77;;1822 MC;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Annie M.G. Schmidtstraat;78;;1822 MC;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Annie M.G. Schmidtstraat;79;;1822 MC;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Annie M.G. Schmidtstraat;80;;1822 MC;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Annie M.G. Schmidtstraat;150;;1822 MD;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Annie M.G. Schmidtstraat;151;;1822 MD;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Annie M.G. Schmidtstraat;152;;1822 MD;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Esdégé-Reigersdaal;41238099;stichting;Statedijk;1;;1720 AA;Broek Op Langedijk;Nederland;;Esdégé-Reigersdaal;;;Annie M.G. Schmidtstraat;153;;1822 MD;Alkmaar;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Estinea;41046238;stichting;Herenstraat;21;;7120 AE;Aalten;Nederland;;Estinea;;;Reeënstraat;22;;7064 EA;Silvolde;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Estinea;41046238;stichting;Herenstraat;21;;7120 AE;Aalten;Nederland;;Estinea;;;Reeënstraat;24;;7064 EA;Silvolde;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Estinea;41046238;stichting;Herenstraat;21;;7120 AE;Aalten;Nederland;;Estinea;;;Reeënstraat;26;;7064 EA;Silvolde;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Estinea;41046238;stichting;Herenstraat;21;;7120 AE;Aalten;Nederland;;Estinea;;;Reeënstraat;28;;7064 EA;Silvolde;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Estinea;41046238;stichting;Herenstraat;21;;7120 AE;Aalten;Nederland;;Estinea;;;Reeënstraat;30;;7064 EA;Silvolde;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Estinea;41046238;stichting;Herenstraat;21;;7120 AE;Aalten;Nederland;;Estinea;;;Reeënstraat;32;;7064 EA;Silvolde;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Estinea;41046238;stichting;Herenstraat;21;;7120 AE;Aalten;Nederland;;Estinea;;;Reeënstraat;34;;7064 EA;Silvolde;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Estinea;41046238;stichting;Herenstraat;21;;7120 AE;Aalten;Nederland;;Estinea;;;Reeënstraat;36;;7064 EA;Silvolde;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Estinea;41046238;stichting;Herenstraat;21;;7120 AE;Aalten;Nederland;;Estinea;;;Reeënstraat;38;;7064 EA;Silvolde;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Estinea;41046238;stichting;Herenstraat;21;;7120 AE;Aalten;Nederland;;Estinea;;;Reeënstraat;40;;7064 EA;Silvolde;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Estinea;41046238;stichting;Herenstraat;21;;7120 AE;Aalten;Nederland;;Estinea;;;Reeënstraat;42;;7064 EA;Silvolde;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Estinea;41046238;stichting;Herenstraat;21;;7120 AE;Aalten;Nederland;;Estinea;;;Reeënstraat;44;;7064 EA;Silvolde;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Estinea;41046238;stichting;Herenstraat;21;;7120 AE;Aalten;Nederland;;Estinea;;;Reeënstraat;46;;7064 EA;Silvolde;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Estinea;41046238;stichting;Herenstraat;21;;7120 AE;Aalten;Nederland;;Estinea;;;Reeënstraat;48;;7064 EA;Silvolde;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Estinea;41046238;stichting;Herenstraat;21;;7120 AE;Aalten;Nederland;;Estinea;;;Reeënstraat;50;;7064 EA;Silvolde;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Estinea;41046238;stichting;Herenstraat;21;;7120 AE;Aalten;Nederland;;Estinea;;;Reeënstraat;50;A;7064 EA;Silvolde;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Stichting Estinea;41046238;stichting;Herenstraat;21;;7120 AE;Aalten;Nederland;;Estinea;;;Meibrink;1;-1;7091 ZH;Dinxperlo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
